respondent_id,h1n1_vaccine,seasonal_vaccine
26829,0.9028402180167473,0.9189884271655652
26830,0.05094511244097859,0.8406470645939669
26831,0.1524556175330504,0.8876373620682514
26832,0.05843823346117063,0.8388602621380199
26833,0.057308504353018305,0.5261973199734564
26834,0.13734642065308422,0.49104805742088314
26835,0.28803216881270954,0.8831188800374803
26836,0.21932665177986793,0.7188819153852856
26837,0.08091163238081776,0.07487588202146186
26838,0.0901884705322484,0.4546033683210351
26839,0.08503321900015086,0.4322971954452781
26840,0.07001566637997657,0.1096394476045747
26841,0.5547130081735177,0.8279200305691973
26842,0.06481814559542277,0.1313618269625858
26843,0.05657587478662743,0.07645881844143626
26844,0.0576586481016685,0.32548739373180613
26845,0.05349719820524578,0.7664808097037022
26846,0.05565730227998473,0.8656266508186612
26847,0.2879168607150611,0.13126952224463356
26848,0.053494874723743945,0.7936814930167482
26849,0.39956537350949706,0.652080110418607
26850,0.6995899401153344,0.5953394786240541
26851,0.05427110809813869,0.08042327049381932
26852,0.05738488973051363,0.08306349860430948
26853,0.18732226160826024,0.4065645416967828
26854,0.04918640818870665,0.08318787291557705
26855,0.2504756292574665,0.8745241899757972
26856,0.06538896723256674,0.0729230263914989
26857,0.5893604095279176,0.1644363306472076
26858,0.09419537063310661,0.6490495275674627
26859,0.05067310088242951,0.08767419249312419
26860,0.11770444889243398,0.12460351839722607
26861,0.053686385733786174,0.09320981840054365
26862,0.052066123786424175,0.17922673544393702
26863,0.06946730694347965,0.4174254847919738
26864,0.261308260954966,0.2976376212564437
26865,0.05179081151366321,0.07521872612930651
26866,0.061583469126226566,0.6561239785268372
26867,0.10794749897018596,0.1617766594101713
26868,0.902414001476562,0.9110259185182794
26869,0.05259494620605453,0.1610085404115501
26870,0.8027060574196756,0.895212893922712
26871,0.04962757971434322,0.07491671608065051
26872,0.07142434506502182,0.18811174299816094
26873,0.07306819744710584,0.7460472424538819
26874,0.0645934318225386,0.11025402077317151
26875,0.291780548172352,0.8850689249855914
26876,0.06746053886094698,0.08175567577465653
26877,0.08624848819032871,0.11196173441402008
26878,0.08579406159645253,0.15294683426069008
26879,0.046483053220472255,0.07210282614837756
26880,0.06805952664898882,0.09805213856145228
26881,0.04891415303796253,0.08973290597519833
26882,0.050796697085687174,0.07573544650030316
26883,0.07568776579539271,0.21771398268621825
26884,0.1463959535096685,0.1732385358518831
26885,0.14768605676020782,0.793567213970736
26886,0.07459511850107116,0.8765041973341398
26887,0.8336000836513912,0.8947905072383562
26888,0.9522721675731017,0.9314953863531303
26889,0.04765978239074242,0.10422599695327818
26890,0.07356341533216726,0.2989007698276008
26891,0.7909568013229131,0.8595917136767903
26892,0.07740081229350963,0.7245796416472569
26893,0.05360303962135186,0.09949389401775069
26894,0.1934791948818023,0.21331274336253753
26895,0.05435852892090649,0.8632412582586609
26896,0.0571552975378907,0.07576041827462426
26897,0.06343975048464927,0.5145696070214455
26898,0.12896038943112073,0.6342170389082178
26899,0.04974754123732249,0.0786708003358159
26900,0.07336231489087766,0.16487146534362854
26901,0.06435871113012762,0.41099099745157464
26902,0.10727030275232842,0.9072995892059597
26903,0.10883573641366623,0.09683239713047836
26904,0.07247068659938297,0.33414029871249457
26905,0.2779981911833077,0.8923502657366714
26906,0.05049992338132282,0.2272610926677326
26907,0.0485875665248793,0.5345911008846175
26908,0.06214606859324402,0.807799287598625
26909,0.09341896147203962,0.11733970004692802
26910,0.07016130199955588,0.23883135766836175
26911,0.06166193954459651,0.08967143836981305
26912,0.5396091201338602,0.9054757265015115
26913,0.7490593317004721,0.8337492939327983
26914,0.05068541030311207,0.11304966548973523
26915,0.0747879131723559,0.5373421145962824
26916,0.0513075262216204,0.21296544140093898
26917,0.0517811248349863,0.08677828013597239
26918,0.9500074696639349,0.9314769651378082
26919,0.07391119133278864,0.44110309887801596
26920,0.04781552447965286,0.08917051833628596
26921,0.10664544004433964,0.8786441204236338
26922,0.05562051859166697,0.8127361588144044
26923,0.2042781228097615,0.563962987505792
26924,0.9421408607078553,0.932457753395892
26925,0.12915738021624149,0.8518869722105292
26926,0.4727992418449248,0.505127771197307
26927,0.6104084339103956,0.8034171146656583
26928,0.07630398681182193,0.6181812105090094
26929,0.08621370207019598,0.1758555960497555
26930,0.7830612479804043,0.873333159296795
26931,0.12174260354329146,0.36846595519789616
26932,0.09730887408191843,0.9194065303886433
26933,0.0516486050961084,0.5802361881290667
26934,0.26047744163447256,0.6655741383945355
26935,0.07818244171332797,0.41100903698822283
26936,0.21709758473096263,0.18426843686796443
26937,0.11262825215229258,0.8503274143564342
26938,0.05370127277853392,0.07633160179201222
26939,0.06644102628306324,0.09732376988643104
26940,0.08441311107794121,0.13399456197004644
26941,0.09313561929834306,0.4048896343810602
26942,0.709484608967177,0.8688896905813076
26943,0.0785719700612942,0.6290523623191514
26944,0.053370808442858034,0.11956870822762135
26945,0.05616804450562713,0.6226454110013829
26946,0.07270861759810046,0.7434919340954383
26947,0.20684374207162085,0.6230941352284631
26948,0.05570119149201783,0.07646525140577352
26949,0.05167018901634064,0.08233938832407901
26950,0.05494619289569382,0.5564741664141017
26951,0.07335734227630625,0.23322722525384207
26952,0.924821363174493,0.9140453336507183
26953,0.48103176855847435,0.9102365319102618
26954,0.047092354471344175,0.09389136760397689
26955,0.06673313754480385,0.7499365941856503
26956,0.1402653504290889,0.19269101995845267
26957,0.05993716673422415,0.922102498545248
26958,0.09150713464714155,0.8238201701555474
26959,0.0633891946285784,0.19887326500567556
26960,0.050390131125032565,0.07826273254148629
26961,0.2707529094616543,0.49750446746192456
26962,0.10185130013343019,0.889342848865745
26963,0.07002478905051017,0.20703788519447053
26964,0.058653780894487584,0.16828398110880766
26965,0.580116143231044,0.8976605846845945
26966,0.05459383647806211,0.08959125315801865
26967,0.10716622476408705,0.49238983589838764
26968,0.07610781701171243,0.8979996298800144
26969,0.07535297958958326,0.1326396342031379
26970,0.8671170095785456,0.6159779528788426
26971,0.07844528700132053,0.15270840233423308
26972,0.052569503521783356,0.07006175018960399
26973,0.06396127149173436,0.12963215245243812
26974,0.22036141927033673,0.2795181028429324
26975,0.12282495627718716,0.7991366551137468
26976,0.9357939094442923,0.6563619784064942
26977,0.09179252438440302,0.38481665563161155
26978,0.05225937537359319,0.8675955633420792
26979,0.7581899953429768,0.9011161213113589
26980,0.056967816859974416,0.09731206239599362
26981,0.05537077365652372,0.29737661267269966
26982,0.8841736411780425,0.9097479683102863
26983,0.13753018649875728,0.5595651182026198
26984,0.05019847196250304,0.10272279662396029
26985,0.05201012524721398,0.08446539475261756
26986,0.06381430243643889,0.25225028627024193
26987,0.05279923442557304,0.11794155361558897
26988,0.04769358483312501,0.08877004489798372
26989,0.5009176735494907,0.8862635147794495
26990,0.04788705932194972,0.09222272089493129
26991,0.10217264899423302,0.35870043090861564
26992,0.2944106034520406,0.4092162431995282
26993,0.05842875673853306,0.8735418280610711
26994,0.10446811254498845,0.3038984625708869
26995,0.07464700699416392,0.27159447920761853
26996,0.3497467696696534,0.3447592738972884
26997,0.048984191145524235,0.07636984899763015
26998,0.05666738448790881,0.07309528158420489
26999,0.17307702899397506,0.49543780398271414
27000,0.056964738248155324,0.2800275245931123
27001,0.05753582392177171,0.8597467767109018
27002,0.053105696826839036,0.17048237275744538
27003,0.04654211553950695,0.07371074401309337
27004,0.15433455886400158,0.2523388047872046
27005,0.512791211582337,0.8986914326755864
27006,0.8835605746277165,0.8884490722790115
27007,0.05056457982384379,0.08191817401286752
27008,0.06586032915714006,0.08253316635333315
27009,0.07390540504431022,0.2057096292693278
27010,0.05012272075907623,0.09580018607104347
27011,0.062147910320580244,0.10991352679596426
27012,0.17349469312988677,0.5702934463589586
27013,0.09090199277199905,0.3733755623979588
27014,0.05752826696152534,0.20811309141628798
27015,0.13784466233713094,0.1780663618645534
27016,0.08165916712361942,0.2547121783331718
27017,0.6896086517539695,0.8761130300634272
27018,0.051026083022163715,0.17802230908910688
27019,0.9453740398132685,0.9319192048393938
27020,0.15719262772514625,0.1882431576192568
27021,0.18354068777309956,0.7231029929311326
27022,0.06306191923842763,0.1355704372537573
27023,0.06959161535508457,0.14466364890972708
27024,0.06129652697305314,0.28929037037367383
27025,0.1779127497879408,0.09271265176491594
27026,0.052535319121086256,0.33617872507079066
27027,0.05634571932955775,0.8505080300870698
27028,0.5959028365305837,0.8969115724258071
27029,0.12557134523974242,0.35916712492425673
27030,0.2307293322372672,0.19776993975024904
27031,0.41211336107504826,0.8987729390349617
27032,0.10336499894398707,0.6553919798431597
27033,0.5981223957589141,0.7956555179460261
27034,0.05509263036886778,0.6806005396792831
27035,0.16995963748644088,0.3754812283041967
27036,0.2216026737954626,0.8328927270086388
27037,0.7544182739998474,0.8317514444037863
27038,0.04632642559800777,0.06956054359973557
27039,0.5424658866060514,0.8897103556803512
27040,0.08329861564974338,0.23511622288782874
27041,0.055877678533860844,0.6910324626633961
27042,0.055601789770180224,0.6410616828041473
27043,0.4455432762785487,0.7888185151820301
27044,0.050238485669410436,0.08382436380942944
27045,0.05897052290751695,0.5182382178031353
27046,0.05861267222898374,0.10817351829377103
27047,0.6054540875493994,0.47156165034129355
27048,0.06959251888939869,0.4500149137039828
27049,0.24027800952345507,0.8843600443056414
27050,0.06453472122046618,0.6627317461249698
27051,0.09611274970857275,0.24504904101305744
27052,0.05281972142007085,0.1257099002935184
27053,0.935651629246172,0.926668282423515
27054,0.05383679934751034,0.0777520083379062
27055,0.06235746153038909,0.8785977616616908
27056,0.08084845173693934,0.09586536770189087
27057,0.04811186697554413,0.06957430152286898
27058,0.9420859682865199,0.9094823972230515
27059,0.06967302889928538,0.12223042445477246
27060,0.05258058243191851,0.23937114765702686
27061,0.05143992511207556,0.4031274858142709
27062,0.06693490006007893,0.4705127941526208
27063,0.05254019408192903,0.5189955362254226
27064,0.08940539786878916,0.5142812564011114
27065,0.0948733137008153,0.5394252645852933
27066,0.06299721783460545,0.5045425776900841
27067,0.7972774069450752,0.8828211568526257
27068,0.7058355584124525,0.8935985429845007
27069,0.8467336103246383,0.9169773767816428
27070,0.04987193732577599,0.0751648462129978
27071,0.06281705086699951,0.09117268772909357
27072,0.10944409686214376,0.7140928173066786
27073,0.0645332982500048,0.9116386100430988
27074,0.06926745166167307,0.1869267439509737
27075,0.4633412055949059,0.8211008156612802
27076,0.8430926155240027,0.8364121235056841
27077,0.05808103736920339,0.10724988685281198
27078,0.0925808193451826,0.8581057047120629
27079,0.09559527804824655,0.8682288562051637
27080,0.09372715063878437,0.1455971941210605
27081,0.07040163398289076,0.8457579425602496
27082,0.15080951554210817,0.3263847877233499
27083,0.07736424069423307,0.2829561743183366
27084,0.8962199923947488,0.8061154639854979
27085,0.04863408039606937,0.07374614134494506
27086,0.050223348692505554,0.09799105873042219
27087,0.06323685394163997,0.1739017327438453
27088,0.25479541048639326,0.6882783821576012
27089,0.11645683243550506,0.14701447303967574
27090,0.4505707116342049,0.7567329042191165
27091,0.7109080056555044,0.3630703770522526
27092,0.09040446538191575,0.19051634481165755
27093,0.15005639539757912,0.17975484571649578
27094,0.05022360557658035,0.08838449677563456
27095,0.06207876691536778,0.5769329979689167
27096,0.08009405517093574,0.12839282034175772
27097,0.34925025976399643,0.6966590970690819
27098,0.6421082898004102,0.8904233985209347
27099,0.26036308573965644,0.5085531709295551
27100,0.0870525598581502,0.8074327942517526
27101,0.07502443797204116,0.5813339580470962
27102,0.08927151762712875,0.8875807322737218
27103,0.05251646816562185,0.08614318525194438
27104,0.3443569239574433,0.5791676754855682
27105,0.09307880471813874,0.36583159213825156
27106,0.8417953143861625,0.9016718679637645
27107,0.6309603624432426,0.8581691504821856
27108,0.21962553882454147,0.27055619881028753
27109,0.08199651308914821,0.11648530195241154
27110,0.0585316408119253,0.24408690224687915
27111,0.07085764560002059,0.32912645448926214
27112,0.30585814340201795,0.6552246113735878
27113,0.07052134501037881,0.11062260870164588
27114,0.07709771023593019,0.15979578241284878
27115,0.5071814075457489,0.8542837585034037
27116,0.06600223772383208,0.9135695578062969
27117,0.047563184768105976,0.08276293587298465
27118,0.06421793851453145,0.547775800420999
27119,0.07150424605363352,0.1490648166899191
27120,0.14978678088319516,0.9268469401040047
27121,0.05344808517149178,0.8577002856387912
27122,0.050020019781542524,0.18503914076288602
27123,0.07135048574876338,0.11393766627926794
27124,0.05014750516527433,0.08867118304777476
27125,0.048356992884850784,0.07157623725916551
27126,0.13044423644123876,0.11225742002891091
27127,0.05875199667473525,0.09048208875018973
27128,0.13926825834124404,0.6109585976793181
27129,0.15609920360748408,0.4388980002834883
27130,0.08417522045166108,0.16293097123081604
27131,0.07890729748577163,0.09918412365669528
27132,0.19003609482524722,0.8829126609283672
27133,0.06299085950932455,0.5484313242611654
27134,0.9412284736543601,0.9365967986340046
27135,0.056703524635663055,0.43499921184631074
27136,0.06954183539140191,0.6245411605432282
27137,0.07624960730169525,0.1337135577598659
27138,0.10405895143121636,0.5730213832064428
27139,0.06289119911368224,0.11798373209607547
27140,0.9516354949162505,0.9317100972426416
27141,0.7117609176324484,0.8039934546578532
27142,0.05171867270673523,0.1524184566330979
27143,0.23167723897688167,0.3649817685104847
27144,0.05504643331412458,0.09152144293608278
27145,0.6168135040570856,0.7850437846637719
27146,0.08787782585558863,0.9118245781228239
27147,0.06368189339462464,0.159831346988337
27148,0.07208933471920544,0.08682791304467266
27149,0.1191844620924668,0.10258467234549601
27150,0.3184985415882554,0.9185245833842718
27151,0.2732391824658393,0.8975848822537807
27152,0.05203930049955417,0.13156847356359128
27153,0.28391749262229893,0.8857370188842744
27154,0.7434443859157261,0.8968624405505539
27155,0.16057907803752272,0.7574940696629765
27156,0.04850411095287614,0.19948896054650797
27157,0.052523690767326506,0.5409377534857738
27158,0.051524046376181,0.26178327919564437
27159,0.05726813802725516,0.10877251960108765
27160,0.09295771445753719,0.17353698715512278
27161,0.627552679240765,0.7104621540351055
27162,0.06693555027447994,0.9077986166496008
27163,0.4555450725063534,0.43936988682093486
27164,0.09110290598550409,0.11820827363399206
27165,0.6419824621134057,0.7714225220965422
27166,0.12725512041872197,0.23355634490363597
27167,0.09853509108406294,0.7322112652444185
27168,0.07885236612030279,0.7365827305242885
27169,0.683246462726743,0.7824192430850648
27170,0.6977524886122196,0.9194605421917982
27171,0.05208989725120692,0.17256543226699167
27172,0.06627743050621086,0.9020534947293951
27173,0.2679324704046701,0.5344121196221097
27174,0.06660637071823941,0.08900589073492333
27175,0.056165804302776394,0.09153480100730438
27176,0.8738782147018737,0.9174257308190144
27177,0.9276649569039171,0.915196797298989
27178,0.06023280814797777,0.2319539825627045
27179,0.07453047583189604,0.1965967464779245
27180,0.08524550022053679,0.35183481266240546
27181,0.05789070413327482,0.8992014436079652
27182,0.31370873800669624,0.8767071303225307
27183,0.050230146709214545,0.7107776207316284
27184,0.0733871424711277,0.3871473342377532
27185,0.205999522616241,0.8311354891525855
27186,0.13218729334217988,0.8746993433643335
27187,0.07736572585215941,0.11222982503910582
27188,0.08432040041823884,0.3588582234782838
27189,0.08190667705358365,0.7929450089456985
27190,0.19791223776784775,0.8662357763621172
27191,0.14779358699010345,0.9247395129727126
27192,0.2091002092443333,0.8312082239585202
27193,0.04649124386181016,0.08432688756687312
27194,0.12626525955586926,0.4098472773017209
27195,0.05128933407235615,0.09866448030327737
27196,0.10656701603770279,0.14494006451765767
27197,0.07190854458504184,0.7280677029439554
27198,0.7275014695428362,0.9202682301500794
27199,0.06837737371804449,0.20136288336145
27200,0.14570786623022466,0.5928220625660267
27201,0.4542564684674308,0.8813489703707271
27202,0.06533100739740523,0.11085138544355848
27203,0.05158579124505968,0.09194378131007483
27204,0.051226069057665795,0.07282663571237574
27205,0.08975908474471303,0.22443353710909875
27206,0.16364354255624508,0.302332830712313
27207,0.11657867604760444,0.14414377338117276
27208,0.9043935297566387,0.7686326841824566
27209,0.1586941172287114,0.26554097331421506
27210,0.08072684437537611,0.2220434276213696
27211,0.0640265999981025,0.18410687919349406
27212,0.2834169595209357,0.9065003407677663
27213,0.3476864687851491,0.4146152780324056
27214,0.05375878593332479,0.08253782855541013
27215,0.12329738734270082,0.7844996652441332
27216,0.12564756828756202,0.8893776464366241
27217,0.07440190770317857,0.18948969365296836
27218,0.8126611441585875,0.9111917919523775
27219,0.7954312233409748,0.8376264418621849
27220,0.21875521277520837,0.4783777776482998
27221,0.0586612496867401,0.7936622312064247
27222,0.09438389084480613,0.6544577810198642
27223,0.052830925461851294,0.7980735947140685
27224,0.07871023961436989,0.648003863429557
27225,0.22720478267750094,0.21052805310090894
27226,0.054240036429555105,0.1837437349902515
27227,0.13046708432344672,0.2568673848807877
27228,0.6929983941736315,0.9064296781301976
27229,0.5028540195121737,0.851232841016883
27230,0.19801217751555325,0.9291191955313817
27231,0.5116546639216459,0.9116160105413171
27232,0.08354713181065175,0.556263590690432
27233,0.3321518014570945,0.260680635282041
27234,0.05281221420567596,0.085373410598719
27235,0.9420014491830367,0.9295233228177376
27236,0.08510206335466604,0.9199127222498255
27237,0.7002631179233412,0.8610381390523408
27238,0.6394181378360932,0.8842787992547522
27239,0.15565340039628509,0.15563824951015848
27240,0.06674526840682508,0.3649050152499201
27241,0.0688555176543129,0.1293316311205315
27242,0.12587127527219766,0.5637955440360272
27243,0.062265985056077174,0.09557999085430596
27244,0.0491348268934736,0.08014078298560685
27245,0.08467663112603997,0.2657282184677099
27246,0.9067549735114757,0.9175392840536613
27247,0.18472444505385505,0.929389255851702
27248,0.1497269824215486,0.8285496632212372
27249,0.07127974526247528,0.4981762914338741
27250,0.07605692577831633,0.14840965354894387
27251,0.05903844509783232,0.370664171513326
27252,0.19853080116031244,0.44385385731540605
27253,0.05234573074648704,0.8916776205050357
27254,0.9502687591776766,0.9341762434789253
27255,0.10831922800871661,0.22123774110156644
27256,0.8967427852205464,0.9313812210641059
27257,0.37962492878553394,0.5164753032594805
27258,0.22070689278037273,0.7746030988840434
27259,0.46475246605498594,0.8597410261965871
27260,0.11153035327643528,0.2929968225692405
27261,0.1192512020200853,0.8090194702398253
27262,0.06816859153451897,0.444277255965553
27263,0.06599468267229007,0.08451903911292186
27264,0.05992898831700773,0.09312525175027868
27265,0.06838678101019358,0.2238658628149226
27266,0.11093271092121226,0.2113951224081305
27267,0.09285642050576129,0.5125226885447599
27268,0.059302615560771765,0.08458150010813663
27269,0.868525359792681,0.6401531307978142
27270,0.05031503628582419,0.09250459209481056
27271,0.05067582928155421,0.15743845792857447
27272,0.06524173471444034,0.43458464118014467
27273,0.06873587125263723,0.12678185826150137
27274,0.12494013013962077,0.4828903397678779
27275,0.16492023344477902,0.32957293629523254
27276,0.04746249575632322,0.09259708600223285
27277,0.0590074082595933,0.9164682707020424
27278,0.06844523518707771,0.20938285337051823
27279,0.05668356101573117,0.16953303824034416
27280,0.3964105724368505,0.5013401632811888
27281,0.0667188828431985,0.25245899455262416
27282,0.08941197687032117,0.9082218398263856
27283,0.053650766561309786,0.10348778875170739
27284,0.231431061549958,0.42136401290572956
27285,0.05646376976143077,0.32299064298874947
27286,0.11658687685243083,0.38759234276494114
27287,0.12280393166660182,0.7540146434935671
27288,0.7887165711599992,0.8384800874850963
27289,0.12208547146593123,0.4084087869475336
27290,0.051976554593099945,0.08431266357764879
27291,0.5068385639703439,0.8701770981721699
27292,0.06462883404491339,0.6934527024752811
27293,0.061953889933274116,0.9153729397244752
27294,0.05807572135411504,0.07891552273182631
27295,0.4348354052832194,0.9139137725192465
27296,0.07978803274195825,0.8290013927086919
27297,0.07338292159904115,0.8429549052749445
27298,0.05864781096752606,0.18298550479255773
27299,0.2443532430058176,0.7635578013611813
27300,0.07269865962928418,0.8792190280822517
27301,0.04818782213071087,0.0709675995119273
27302,0.13995839783874225,0.8430011311788171
27303,0.0802999056825038,0.1347607382907379
27304,0.06004434284676741,0.8460840768769826
27305,0.049776335186426476,0.07075147989359273
27306,0.16135168752906676,0.6419342242289195
27307,0.8942784985659366,0.8956250873892654
27308,0.13661392058705008,0.15970039389514012
27309,0.8902346278812576,0.9312243755080943
27310,0.05566252138563946,0.1468619364814706
27311,0.0907778403319689,0.11362147935207523
27312,0.07790849097096371,0.4681346282761323
27313,0.05032934524195673,0.09872609078923339
27314,0.053404725399833104,0.08076323977494985
27315,0.054074635460941683,0.17646347582589497
27316,0.18391059080886782,0.7950674786902872
27317,0.0936113277941137,0.15844746459777662
27318,0.13390582264319473,0.2979155061943318
27319,0.23255276732140265,0.9010002328906213
27320,0.12788099988679788,0.8456357146355344
27321,0.0595239770515885,0.7908731813327523
27322,0.5914260440506709,0.6840986827074542
27323,0.05300729269078766,0.4004993746894229
27324,0.10284027031408353,0.6255394627977005
27325,0.9230740462802872,0.9198239157133832
27326,0.06154137551288078,0.6029016127388344
27327,0.1623592995202632,0.2829309296986778
27328,0.3036051512282666,0.42676748941589054
27329,0.10432210045477167,0.22556289397335452
27330,0.052301877598625715,0.5980614271994024
27331,0.06684697879025553,0.13671022348602505
27332,0.07580866173152993,0.8827470761442411
27333,0.892439944636466,0.8557041190558912
27334,0.05525596133397475,0.07285659419629835
27335,0.17816223235787929,0.1183177641149041
27336,0.06712537403119917,0.1279857265741016
27337,0.24327648770015978,0.8283266360301009
27338,0.21091481112343038,0.5762753261212274
27339,0.12433209673528647,0.25877871204841774
27340,0.04597243093416809,0.10680230380025577
27341,0.17575863795717037,0.7235310971323767
27342,0.09149440490902275,0.6931018473682891
27343,0.06104364847124197,0.0889606758625039
27344,0.4087279712839055,0.5385194819557187
27345,0.061615808629768426,0.20342051494076122
27346,0.390440388741849,0.9027260498212522
27347,0.9104886761288932,0.9151918207489367
27348,0.052537677264060535,0.17863797645032772
27349,0.06926367996188414,0.17235220430220252
27350,0.06411899272613414,0.908211164101662
27351,0.7666160432729627,0.8860824748972668
27352,0.08734524707878023,0.4101272639603351
27353,0.051447054895203986,0.10901598695057167
27354,0.2734186562645939,0.8522038137936916
27355,0.17128878955802926,0.14678463490338317
27356,0.26206990519502726,0.7983628433024589
27357,0.06101663529774716,0.2795341105251884
27358,0.30511416256400575,0.7690839356842939
27359,0.3697492281417798,0.8295724793680359
27360,0.1300507034664818,0.6779938456027856
27361,0.05188997172011611,0.9036351896461519
27362,0.28256278115223926,0.5373494596941436
27363,0.10307378745124635,0.15889610627947184
27364,0.06039876369330028,0.4207426519191883
27365,0.3191277505606201,0.7924361008463814
27366,0.2534353233385337,0.7130058129417179
27367,0.1917391178247844,0.4508611914791997
27368,0.05675670240097626,0.62906654760984
27369,0.05221519213475102,0.07759703192105655
27370,0.05792516747363422,0.8420950583661908
27371,0.1281550154049496,0.3425274261446833
27372,0.06648233738917826,0.1194018716925751
